category,title,url,publish_date,word_count,author,tags_count,has_thumbnail
khoa-hoc,Nền tảng thông minh giúp robot hình người tự ra quyết định,https://vnexpress.net/nen-tang-thong-minh-giup-robot-hinh-nguoi-tu-ra-quyet-dinh-4861114.html,2025-03-14T20:03:27+07:00,744,VnExpress,5,True
khoa-hoc,Những phi hành gia hoạt động lâu kỷ lục ngoài không gian,https://vnexpress.net/nhung-phi-hanh-gia-hoat-dong-lau-ky-luc-ngoai-khong-gian-4863775.html,2025-03-20T20:27:36+07:00,777,VnExpress,12,True
khoa-hoc,Tại sao rất khó dự đoán nơi lốc xoáy càn quét?,https://vnexpress.net/tai-sao-rat-kho-du-doan-noi-loc-xoay-can-quet-4863050.html,2025-03-20T00:00:00+07:00,602,VnExpress,6,True
khoa-hoc,Trung Quốc phát triển robot khai khoáng vũ trụ đầu tiên,https://vnexpress.net/trung-quoc-phat-trien-robot-khai-khoang-vu-tru-dau-tien-4862221.html,2025-03-17T13:46:05+07:00,465,VnExpress,7,True
khoa-hoc,Tấm kim loại mỏng bằng 1/200.000 sợi tóc người,https://vnexpress.net/tam-kim-loai-mong-bang-1-200-000-soi-toc-nguoi-4861135.html,2025-03-15T11:00:00+07:00,1,VnExpress,6,True
khoa-hoc,Những tổn thương cơ thể khi bị căng thẳng quá lâu,https://vnexpress.net/nhung-ton-thuong-co-the-khi-bi-cang-thang-qua-lau-4867009.html,2025-03-28T11:58:39+07:00,10,VnExpress,5,True
khoa-hoc,Những phi hành gia từng trôi nổi ngoài không gian,https://vnexpress.net/nhung-phi-hanh-gia-tung-troi-noi-ngoai-khong-gian-4863987.html,2025-03-24T19:00:00+07:00,716,VnExpress,7,True
khoa-hoc,Cuộc chiến loại bỏ 880 tấn mảnh vỡ phóng xạ ở Fukushima,https://vnexpress.net/cuoc-chien-loai-bo-880-tan-manh-vo-phong-xa-o-fukushima-4860128.html,2025-03-13T00:12:09+07:00,1090,VnExpress,4,True
khoa-hoc,Việt Nam - Indonesia ký ý định thư về khoa học công nghệ,https://vnexpress.net/viet-nam-indonesia-ky-y-dinh-thu-ve-khoa-hoc-cong-nghe-4859415.html,2025-03-11T09:36:44+07:00,489,VnExpress,5,True
khoa-hoc,5 sự kiện đại tuyệt chủng lớn nhất trong lịch sử Trái Đất,https://vnexpress.net/5-su-kien-dai-tuyet-chung-lon-nhat-trong-lich-su-trai-dat-4870171.html,2025-04-05T07:00:00+07:00,831,VnExpress,4,True
khoa-hoc,Bí quyết giúp cá mập Greenland sống 400 năm không bị ung thư,https://vnexpress.net/bi-quyet-giup-ca-map-greenland-song-400-nam-khong-bi-ung-thu-4857275.html,2025-03-05T21:29:01+07:00,464,VnExpress,7,True
khoa-hoc,Trung Quốc tạo ra siêu thép dùng cho lò phản ứng nhiệt hạch,https://vnexpress.net/trung-quoc-tao-ra-sieu-thep-dung-cho-lo-phan-ung-nhiet-hach-4923966.html,2025-08-08T11:33:31+07:00,505,VnExpress,5,True
khoa-hoc,Cá voi sát thủ thực hành dìm chết cá voi xanh,https://vnexpress.net/ca-voi-sat-thu-thuc-hanh-dim-chet-ca-voi-xanh-4922707.html,2025-08-10T14:00:00+07:00,445,VnExpress,6,True
khoa-hoc,Robot NASA ghi hình lốc bụi nuốt chửng nhau trên sao Hỏa,https://vnexpress.net/robot-nasa-ghi-hinh-loc-bui-nuot-chung-nhau-tren-sao-hoa-4869945.html,2025-04-04T13:00:00+07:00,515,VnExpress,8,True
khoa-hoc,Máy bay dân dụng nhanh nhất thế giới sau Concorde,https://vnexpress.net/may-bay-dan-dung-nhanh-nhat-the-gioi-sau-concorde-4868832.html,2025-04-03T09:36:11+07:00,502,VnExpress,9,True
khoa-hoc,Khoa học công nghệ là chìa khóa nâng cao tiềm lực quốc phòng,https://vnexpress.net/khoa-hoc-cong-nghe-la-chia-khoa-nang-cao-tiem-luc-quoc-phong-4862528.html,2025-03-17T23:24:07+07:00,1262,VnExpress,6,True
khoa-hoc,Pin nhiên liệu hydro lần đầu hoạt động tại châu Nam Cực,https://vnexpress.net/pin-nhien-lieu-hydro-lan-dau-hoat-dong-tai-chau-nam-cuc-4858494.html,2025-03-09T09:00:00+07:00,403,VnExpress,8,True
khoa-hoc,Có thể dùng ánh sáng Mặt Trăng để tạo ra lửa không?,https://vnexpress.net/co-the-dung-anh-sang-mat-trang-de-tao-ra-lua-khong-4870979.html,2025-04-08T00:00:00+07:00,479,VnExpress,9,True
khoa-hoc,SpaceX phóng tàu chở người đầu tiên bay qua các cực Trái Đất,https://vnexpress.net/spacex-phong-tau-cho-nguoi-dau-tien-bay-qua-cac-cuc-trai-dat-4868431.html,2025-04-01T10:49:45+07:00,622,VnExpress,11,True
khoa-hoc,Robot lễ tân lần đầu phục vụ tại metro TP HCM,https://vnexpress.net/robot-le-tan-lan-dau-phuc-vu-tai-metro-tp-hcm-4924865.html,2025-08-09T17:45:18+07:00,653,VnExpress,8,True
khoa-hoc,Hệ thống thông minh đo 'sức khỏe' các cây cầu cũ,https://vnexpress.net/he-thong-thong-minh-do-suc-khoe-cac-cay-cau-cu-4861376.html,2025-03-17T14:52:48+07:00,499,VnExpress,4,True
khoa-hoc,Động đất có thể gây thiệt hại nhiều tới đâu?,https://vnexpress.net/dong-dat-co-the-gay-thiet-hai-nhieu-toi-dau-4867147.html,2025-03-28T19:00:00+07:00,39,VnExpress,6,True
khoa-hoc,NASA phóng kính viễn vọng không gian quét toàn bộ bầu trời,https://vnexpress.net/nasa-phong-kinh-vien-vong-khong-gian-quet-toan-bo-bau-troi-4860635.html,2025-03-13T11:21:26+07:00,704,VnExpress,8,True
khoa-hoc,Nơi có thời tiết tồi tệ nhất thế giới,https://vnexpress.net/noi-co-thoi-tiet-toi-te-nhat-the-gioi-4861548.html,2025-03-15T15:00:00+07:00,568,VnExpress,4,True
khoa-hoc,Apple có thể bán iPhone 17 ngày 19/9 ở Việt Nam,https://vnexpress.net/apple-co-the-ban-iphone-17-ngay-19-9-o-viet-nam-4925384.html,2025-08-11T16:24:14+07:00,587,VnExpress,6,True
khoa-hoc,Trải nghiệm game bom tấn Cyberpunk 2077 trên Mac Studio,https://vnexpress.net/trai-nghiem-game-bom-tan-cyberpunk-2077-tren-mac-studio-4924634.html,2025-08-09T16:00:00+07:00,1159,VnExpress,5,True
khoa-hoc,Tại sao Myanmar dễ bị ảnh hưởng bởi động đất?,https://vnexpress.net/tai-sao-myanmar-de-bi-anh-huong-boi-dong-dat-4867208.html,2025-03-28T18:27:25+07:00,525,VnExpress,6,True
khoa-hoc,SpaceX sẽ phóng thử nghiệm tên lửa Starship lần 8,https://vnexpress.net/spacex-se-phong-thu-nghiem-ten-lua-starship-lan-8-4853692.html,2025-02-25T10:15:13+07:00,762,VnExpress,6,True
khoa-hoc,Lý do gián xâm chiếm thế giới thành công,https://vnexpress.net/ly-do-gian-xam-chiem-the-gioi-thanh-cong-4860261.html,2025-03-12T20:49:56+07:00,597,VnExpress,5,True
khoa-hoc,Tàu đổ bộ tư nhân Mỹ hạ cánh xuống Mặt Trăng,https://vnexpress.net/tau-do-bo-tu-nhan-my-ha-canh-xuong-mat-trang-4855728.html,2025-03-02T19:18:34+07:00,718,VnExpress,11,True
khoa-hoc,'Tạo thông thoáng cho doanh nghiệp trong công bố hợp quy',https://vnexpress.net/tao-thong-thoang-cho-doanh-nghiep-trong-cong-bo-hop-quy-4865622.html,2025-03-25T15:46:39+07:00,811,VnExpress,6,True
khoa-hoc,Thiết bị thu thập nước trên sa mạc nóng khô nhất thế giới,https://vnexpress.net/thiet-bi-thu-thap-nuoc-tren-sa-mac-nong-kho-nhat-the-gioi-4852141.html,2025-02-22T13:00:00+07:00,617,VnExpress,4,True
khoa-hoc,Nhà khoa học Việt tìm dấu vết nước trên Sao Hỏa,https://vnexpress.net/nha-khoa-hoc-viet-tim-dau-vet-nuoc-tren-sao-hoa-4857476.html,2025-03-10T13:00:00+07:00,1014,VnExpress,6,True
khoa-hoc,Kỷ nguyên khám phá Mặt Trăng của các công ty tư nhân,https://vnexpress.net/ky-nguyen-kham-pha-mat-trang-cua-cac-cong-ty-tu-nhan-4854963.html,2025-03-01T00:00:00+07:00,1129,VnExpress,6,True
khoa-hoc,Lý do Elon Musk muốn trạm ISS dừng hoạt động sớm,https://vnexpress.net/ly-do-elon-musk-muon-tram-iss-dung-hoat-dong-som-4853037.html,2025-02-24T00:00:00+07:00,719,VnExpress,8,True
khoa-hoc,Lumias đoạt giải máy hút ẩm kiêm lọc không khí cao cấp được yêu thích,https://vnexpress.net/lumias-doat-giai-may-hut-am-kiem-loc-khong-khi-cao-cap-duoc-yeu-thich-4924411.html#vn_source=Home&vn_campaign=Box-TechAwards2025&vn_medium=Item-1&vn_term=Desktop,2025-08-08T13:33:41+07:00,420,VnExpress,8,True
khoa-hoc,AI đang thay đổi cách trồng trọt ở Trung Quốc,https://vnexpress.net/ai-dang-thay-doi-cach-trong-trot-o-trung-quoc-4866369.html,2025-03-27T14:58:27+07:00,591,VnExpress,5,True
khoa-hoc,Apple được cảnh báo đối mặt 'khoảnh khắc BlackBerry',https://vnexpress.net/apple-duoc-canh-bao-doi-mat-khoanh-khac-blackberry-4924950.html,2025-08-11T08:00:00+07:00,962,VnExpress,6,True
khoa-hoc,Công ty Mỹ tạo ra chuột lông xoăn giống voi ma mút,https://vnexpress.net/cong-ty-my-tao-ra-chuot-long-xoan-giong-voi-ma-mut-4856894.html,2025-03-06T15:56:21+07:00,754,VnExpress,5,True
khoa-hoc,Khởi động cuộc đua đầu tiên giữa người và robot,https://vnexpress.net/khoi-dong-cuoc-dua-dau-tien-giua-nguoi-va-robot-4857356.html,2025-03-07T00:00:00+07:00,546,VnExpress,7,True
khoa-hoc,Biệt thự cổ có thể xoay tròn theo ánh Mặt Trời,https://vnexpress.net/biet-thu-co-co-the-xoay-tron-theo-anh-mat-troi-4864836.html,2025-03-23T19:15:12+07:00,525,VnExpress,6,True
khoa-hoc,Bạch tuộc cưỡi trên lưng cá mập nhanh nhất thế giới,https://vnexpress.net/bach-tuoc-cuoi-tren-lung-ca-map-nhanh-nhat-the-gioi-4864439.html,2025-03-22T15:42:14+07:00,485,VnExpress,5,True
khoa-hoc,Vụ nổ tàu Starship ảnh hưởng thế nào tới khai thác Mặt Trăng?,https://vnexpress.net/vu-no-tau-starship-anh-huong-the-nao-toi-khai-thac-mat-trang-4858862.html,2025-03-11T00:00:00+07:00,831,VnExpress,7,True
khoa-hoc,Đảo tử thần nơi hàng nghìn con rắn độc ngự trị,https://vnexpress.net/dao-tu-than-noi-hang-nghin-con-ran-doc-ngu-tri-4868319.html,2025-04-01T19:41:49+07:00,603,VnExpress,5,True
khoa-hoc,Trung Quốc thử nghiệm tàu cao tốc nhanh nhất thế giới,https://vnexpress.net/trung-quoc-thu-nghiem-tau-cao-toc-nhanh-nhat-the-gioi-4853262.html,2025-02-24T11:35:16+07:00,565,VnExpress,8,True
khoa-hoc,Khu rừng cổ đại giúp Venice nổi suốt 1.600 năm,https://vnexpress.net/khu-rung-co-dai-giup-venice-noi-suot-1-600-nam-4866374.html,2025-03-29T20:00:00+07:00,952,VnExpress,5,True
khoa-hoc,Hệ thống năng lượng sạch của Trung Quốc ở châu Nam Cực,https://vnexpress.net/he-thong-nang-luong-sach-cua-trung-quoc-o-chau-nam-cuc-4873559.html,2025-04-14T19:09:20+07:00,1,VnExpress,8,True
khoa-hoc,Nên ngủ trưa trong bao lâu?,https://vnexpress.net/nen-ngu-trua-trong-bao-lau-4866041.html,2025-03-26T12:00:00+07:00,10,VnExpress,5,True
khoa-hoc,"iPhone 17 Pro, 17 Air có pin bọc thép",https://vnexpress.net/iphone-17-pro-17-air-co-pin-boc-thep-4922734.html,2025-08-10T07:00:00+07:00,675,VnExpress,7,True
khoa-hoc,Hải Phòng đề xuất thí điểm hỗ trợ không hoàn lại cho khởi nghiệp sáng tạo,https://vnexpress.net/hai-phong-de-xuat-thi-diem-ho-tro-khong-hoan-lai-cho-khoi-nghiep-sang-tao-4869226.html,2025-04-02T19:26:26+07:00,613,VnExpress,3,True
khoa-hoc,Việt Nam muốn đưa hợp tác khoa học công nghệ thành trụ cột trong quan hệ với Hàn Quốc,https://vnexpress.net/viet-nam-muon-dua-hop-tac-khoa-hoc-cong-nghe-thanh-tru-cot-trong-quan-he-voi-han-quoc-4925095.html,2025-08-10T17:22:55+07:00,1047,VnExpress,5,True
khoa-hoc,Tên lửa Starship sẽ chở robot hình người tới sao Hỏa năm 2026,https://vnexpress.net/ten-lua-starship-se-cho-robot-hinh-nguoi-toi-sao-hoa-nam-2026-4861874.html,2025-03-16T12:00:00+07:00,539,VnExpress,8,True
khoa-hoc,SpaceX phóng tên lửa đưa phi hành gia mắc kẹt về Trái Đất,https://vnexpress.net/spacex-phong-ten-lua-dua-phi-hanh-gia-mac-ket-ve-trai-dat-4861547.html,2025-03-15T12:43:58+07:00,466,VnExpress,8,True
khoa-hoc,AI đánh bại phi công trong mô phỏng không chiến,https://vnexpress.net/ai-danh-bai-phi-cong-trong-mo-phong-khong-chien-4860629.html,2025-03-13T12:11:15+07:00,663,VnExpress,4,True
khoa-hoc,Tại sao kim đồng hồ quay từ trái sang phải?,https://vnexpress.net/tai-sao-kim-dong-ho-quay-tu-trai-sang-phai-4863516.html,2025-03-21T07:57:09+07:00,492,VnExpress,4,True
khoa-hoc,Tàu SpaceX chở phi hành gia mắc kẹt về Trái Đất,https://vnexpress.net/tau-spacex-cho-phi-hanh-gia-mac-ket-ve-trai-dat-4863039.html,2025-03-19T11:48:48+07:00,570,VnExpress,8,True
khoa-hoc,'Chuyến thăm Hàn Quốc của Tổng Bí thư sẽ mở ra cơ hội hợp tác khoa học công nghệ',https://vnexpress.net/chuyen-tham-han-quoc-cua-tong-bi-thu-se-mo-ra-co-hoi-hop-tac-khoa-hoc-cong-nghe-4924842.html,2025-08-09T15:57:51+07:00,908,VnExpress,5,True
khoa-hoc,Đề xuất luật hóa về mã vạch để truy xuất nguồn gốc sản phẩm,https://vnexpress.net/de-xuat-luat-hoa-ve-ma-vach-de-truy-xuat-nguon-goc-san-pham-4857548.html,2025-03-06T14:14:48+07:00,1375,VnExpress,5,True
khoa-hoc,Nhà khoa học hy sinh để phát hiện muỗi truyền bệnh,https://vnexpress.net/nha-khoa-hoc-hy-sinh-de-phat-hien-muoi-truyen-benh-4856899.html,2025-03-06T08:06:40+07:00,659,VnExpress,5,True
khoa-hoc,Tàu tư nhân đầu tiên hướng tới không gian sâu gặp sự cố,https://vnexpress.net/tau-tu-nhan-dau-tien-huong-toi-khong-gian-sau-gap-su-co-4855524.html,2025-03-01T13:00:00+07:00,427,VnExpress,9,True
khoa-hoc,'Đề xuất hàng hóa rủi ro thấp có thể hậu kiểm sau thông quan',https://vnexpress.net/de-xuat-hang-hoa-rui-ro-thap-co-the-hau-kiem-sau-thong-quan-4866130.html,2025-03-26T20:38:04+07:00,899,VnExpress,4,True
khoa-hoc,Bắc Mỹ đang 'chảy giọt' vào lớp phủ Trái Đất,https://vnexpress.net/bac-my-dang-chay-giot-vao-lop-phu-trai-dat-4869310.html,2025-04-03T10:58:13+07:00,662,VnExpress,4,True
khoa-hoc,Làn sóng tạo phim siêu ngắn chiếu mạng ở Trung Quốc,https://vnexpress.net/lan-song-tao-phim-sieu-ngan-chieu-mang-o-trung-quoc-4925110.html#box_comment_vne,2025-08-11T12:00:00+07:00,1393,VnExpress,5,True
khoa-hoc,Ảnh 3D nổi đầu tiên trên thế giới có thể tương tác vật lý,https://vnexpress.net/anh-3d-noi-dau-tien-tren-the-gioi-co-the-tuong-tac-vat-ly-4873174.html,2025-04-13T00:00:00+07:00,444,VnExpress,9,True
khoa-hoc,Việt Nam muốn học hỏi Czech trong xây dựng chính sách đổi mới sáng tạo,https://vnexpress.net/viet-nam-muon-hoc-hoi-czech-trong-xay-dung-chinh-sach-doi-moi-sang-tao-4867554.html,2025-03-29T20:50:48+07:00,744,VnExpress,6,True
khoa-hoc,Phát hiện hợp chất hữu cơ lớn nhất trên sao Hỏa,https://vnexpress.net/phat-hien-hop-chat-huu-co-lon-nhat-tren-sao-hoa-4865435.html,2025-03-25T10:14:08+07:00,675,VnExpress,7,True
khoa-hoc,Intel được kêu gọi tách bộ phận sản xuất thành công ty độc lập,https://vnexpress.net/intel-duoc-keu-goi-tach-bo-phan-san-xuat-thanh-cong-ty-doc-lap-4924942.html,2025-08-10T09:00:18+07:00,544,VnExpress,6,True
khoa-hoc,'Mất tiền thật vì mua tiền ảo được tạo trong 3 phút',https://vnexpress.net/mat-tien-that-vi-mua-tien-ao-duoc-tao-trong-3-phut-4924683.html,2025-08-09T14:32:06+07:00,1015,VnExpress,11,True
khoa-hoc,Mỹ kêu gọi người dân diệt cá lóc xâm hại,https://vnexpress.net/my-keu-goi-nguoi-dan-diet-ca-loc-xam-hai-4874052.html,2025-04-15T19:28:17+07:00,524,VnExpress,4,True
khoa-hoc,Kính viễn vọng không gian sắp phóng của NASA có gì đặc biệt?,https://vnexpress.net/kinh-vien-vong-khong-gian-sap-phong-cua-nasa-co-gi-dac-biet-4855742.html,2025-03-02T14:02:55+07:00,590,VnExpress,11,True
khoa-hoc,Thử nghiệm thành công công nghệ GPS trên Mặt Trăng,https://vnexpress.net/thu-nghiem-thanh-cong-cong-nghe-gps-tren-mat-trang-4857274.html,2025-03-06T11:19:35+07:00,659,VnExpress,16,True
khoa-hoc,Nhà máy Mỹ sử dụng robot để chế tạo robot,https://vnexpress.net/nha-may-my-su-dung-robot-de-che-tao-robot-4862095.html,2025-03-17T12:00:00+07:00,573,VnExpress,4,True
khoa-hoc,Trung Quốc đóng tàu nuôi trồng thủy sản xa bờ thông minh,https://vnexpress.net/trung-quoc-dong-tau-nuoi-trong-thuy-san-xa-bo-thong-minh-4868848.html,2025-04-03T07:00:00+07:00,1,VnExpress,8,True
khoa-hoc,Phát hiện loài hươu xạ quý hiếm ở Cao Bằng,https://vnexpress.net/phat-hien-loai-huou-xa-quy-hiem-o-cao-bang-4871431.html,2025-04-08T18:28:40+07:00,411,VnExpress,3,True
khoa-hoc,London vận hành siêu cống ngăn nước lũ đổ vào sông Thames,https://vnexpress.net/london-van-hanh-sieu-cong-ngan-nuoc-lu-do-vao-song-thames-4852600.html,2025-02-22T11:09:33+07:00,383,VnExpress,3,True
khoa-hoc,Cây tự sát đoạt mạng hàng nghìn người mỗi năm,https://vnexpress.net/cay-tu-sat-doat-mang-hang-nghin-nguoi-moi-nam-4870609.html,2025-04-06T19:00:00+07:00,649,VnExpress,5,True
khoa-hoc,CEO Intel chuẩn bị gặp ông Trump,https://vnexpress.net/ceo-intel-chuan-bi-gap-ong-trump-4925275.html,2025-08-11T10:42:53+07:00,766,VnExpress,6,True
khoa-hoc,AI gian lận khi sắp thua game,https://vnexpress.net/ai-gian-lan-khi-sap-thua-game-4853239.html,2025-02-24T13:48:26+07:00,484,VnExpress,12,True
khoa-hoc,Khánh Hòa thí điểm 440 ha vùng nuôi biển công nghệ cao,https://vnexpress.net/khanh-hoa-thi-diem-440-ha-vung-nuoi-bien-cong-nghe-cao-4858202.html,2025-03-07T21:03:05+07:00,455,VnExpress,3,True
khoa-hoc,Có bao nhiêu nhựa trong cơ thể người?,https://vnexpress.net/co-bao-nhieu-nhua-trong-co-the-nguoi-4865272.html,2025-03-24T20:14:50+07:00,27,VnExpress,4,True
khoa-hoc,Trung Quốc tích hợp AI vào vận hành cảng tự động,https://vnexpress.net/trung-quoc-tich-hop-ai-vao-van-hanh-cang-tu-dong-4874528.html,2025-04-16T10:42:46+07:00,603,VnExpress,5,True
khoa-hoc,Việt Nam - Áo hợp tác phát triển công nghệ bán dẫn,https://vnexpress.net/viet-nam-ao-hop-tac-phat-trien-cong-nghe-ban-dan-4866458.html,2025-03-27T13:51:23+07:00,506,VnExpress,3,True
